protein_weight,protein_A,protein_C,protein_D,protein_E,protein_F,protein_G,protein_H,protein_I,protein_K,protein_L,protein_M,protein_N,protein_P,protein_Q,protein_R,protein_S,protein_T,protein_V,protein_W,protein_Y,protein_aromaticity,protein_instability,protein_gravy,protein_average,protein_isopt,protein_helix,protein_turn,protein_sheet,rna_rna_A,rna_rna_C,rna_rna_G,rna_rna_U,rna_rna_AA,rna_rna_AC,rna_rna_AG,rna_rna_AU,rna_rna_CA,rna_rna_CC,rna_rna_CG,rna_rna_CU,rna_rna_GA,rna_rna_GC,rna_rna_GG,rna_rna_GU,rna_rna_UA,rna_rna_UC,rna_rna_UG,rna_rna_UU,rna_rna_AAA,rna_rna_AAC,rna_rna_AAG,rna_rna_AAU,rna_rna_ACA,rna_rna_ACC,rna_rna_ACG,rna_rna_ACU,rna_rna_AGA,rna_rna_AGC,rna_rna_AGG,rna_rna_AGU,rna_rna_AUA,rna_rna_AUC,rna_rna_AUG,rna_rna_AUU,rna_rna_CAA,rna_rna_CAC,rna_rna_CAG,rna_rna_CAU,rna_rna_CCA,rna_rna_CCC,rna_rna_CCG,rna_rna_CCU,rna_rna_CGA,rna_rna_CGC,rna_rna_CGG,rna_rna_CGU,rna_rna_CUA,rna_rna_CUC,rna_rna_CUG,rna_rna_CUU,rna_rna_GAA,rna_rna_GAC,rna_rna_GAG,rna_rna_GAU,rna_rna_GCA,rna_rna_GCC,rna_rna_GCG,rna_rna_GCU,rna_rna_GGA,rna_rna_GGC,rna_rna_GGG,rna_rna_GGU,rna_rna_GUA,rna_rna_GUC,rna_rna_GUG,rna_rna_GUU,rna_rna_UAA,rna_rna_UAC,rna_rna_UAG,rna_rna_UAU,rna_rna_UCA,rna_rna_UCC,rna_rna_UCG,rna_rna_UCU,rna_rna_UGA,rna_rna_UGC,rna_rna_UGG,rna_rna_UGU,rna_rna_UUA,rna_rna_UUC,rna_rna_UUG,rna_rna_UUU,rna_fickett_score-ORF,rna_fickett_score-full-sequence,rna_tsallis_k1,rna_tsallis_k2,rna_real_avg,rna_real_peak,rna_binary_avg,rna_binary_peak,rna_zcurve_avg,rna_zcurve_peak,rna_shanon_k1,rna_shanon_k2,rna_cv_ORF_length,rna_conc_log,protein_conc_log,pH,temp,ionic_strength,mor_label,group_label
57220.633000000096,0.09792843691148777,0.005649717514124294,0.04708097928436912,0.032015065913371,0.04519774011299435,0.07156308851224105,0.02824858757062147,0.054613935969868174,0.062146892655367235,0.09981167608286252,0.02259887005649717,0.0696798493408663,0.05273069679849341,0.054613935969868174,0.03389830508474576,0.08851224105461393,0.04331450094161959,0.07156308851224105,0.0,0.018832391713747645,0.064030131826742,36.82129943502823,-0.15028248587570636,1.001778804050356,9.21944637298584,0.2900188323917137,0.2824858757062147,0.2523540489642184,0.5,0.2,0.0,0.3,0.4081632653061225,0.0,0.0,0.08163265306122447,0.0,0.0,0.0,0.20408163265306128,0.0,0.0,0.0,0.0,0.1020408163265306,0.20408163265306128,0.0,0.0,0.3125,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10416666666666667,0.10416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.2083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3408,0.25506,1.8566011829142282,3.5496857063334235,92.5,0.1801801801801802,49.99999999999999,0.3333333333333334,19975.0,0.0008343763037129748,1.4854752972273344,2.0945717977900795,0.0,4.382026634673881,4.912654885736052,7.0,25,0.0,1,0
10056.349799999996,0.047058823529411764,0.0,0.023529411764705882,0.023529411764705882,0.023529411764705882,0.07058823529411765,0.035294117647058816,0.0,0.07058823529411765,0.023529411764705882,0.0,0.29411764705882354,0.047058823529411764,0.09411764705882353,0.047058823529411764,0.05882352941176471,0.011764705882352941,0.0,0.0,0.12941176470588234,0.15294117647058825,30.522352941176468,-2.2105882352941184,1.020781171679198,9.618763542175289,0.17647058823529413,0.4705882352941176,0.09411764705882353,0.5,0.2,0.0,0.3,0.4081632653061225,0.0,0.0,0.08163265306122447,0.0,0.0,0.0,0.20408163265306128,0.0,0.0,0.0,0.0,0.1020408163265306,0.20408163265306128,0.0,0.0,0.3125,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10416666666666667,0.10416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.2083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3408,0.25506,1.8566011829142282,3.5496857063334235,92.5,0.1801801801801802,49.99999999999999,0.3333333333333334,19975.0,0.0008343763037129748,1.4854752972273344,2.0945717977900795,0.0,2.0794415416798357,3.4011973816621555,7.4,25,0.10046934706499164,0,5
10056.349799999996,0.047058823529411764,0.0,0.023529411764705882,0.023529411764705882,0.023529411764705882,0.07058823529411765,0.035294117647058816,0.0,0.07058823529411765,0.023529411764705882,0.0,0.29411764705882354,0.047058823529411764,0.09411764705882353,0.047058823529411764,0.05882352941176471,0.011764705882352941,0.0,0.0,0.12941176470588234,0.15294117647058825,30.522352941176468,-2.2105882352941184,1.020781171679198,9.618763542175289,0.17647058823529413,0.4705882352941176,0.09411764705882353,0.5,0.2,0.0,0.3,0.4081632653061225,0.0,0.0,0.08163265306122447,0.0,0.0,0.0,0.20408163265306128,0.0,0.0,0.0,0.0,0.1020408163265306,0.20408163265306128,0.0,0.0,0.3125,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10416666666666667,0.10416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.2083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3408,0.25506,1.8566011829142282,3.5496857063334235,92.5,0.1801801801801802,49.99999999999999,0.3333333333333334,19975.0,0.0008343763037129748,1.4854752972273344,2.0945717977900795,0.0,2.302585092994046,3.4011973816621555,7.4,25,0.10046934706499164,0,6
34195.78999999995,0.034375,0.00625,0.053125,0.05625,0.06875,0.203125,0.025,0.025,0.05625,0.025,0.01875,0.05625,0.028125,0.03125,0.075,0.10625,0.0375,0.053125,0.003125,0.0375,0.109375,43.86406249999996,-0.8787500000000013,1.0122047542489665,9.265605735778806,0.2125,0.39375,0.134375,0.17391304347826084,0.17391304347826084,0.32608695652173914,0.32608695652173914,0.0,0.04444444444444445,0.1111111111111111,0.0,0.0,0.0,0.0,0.17777777777777778,0.06666666666666668,0.0,0.2222222222222222,0.04444444444444445,0.1111111111111111,0.13333333333333333,0.0,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.11363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.09090909090909093,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.06818181818181818,0.0,0.11363636363636365,0.045454545454545456,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.11363636363636365,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.4283,0.30254000000000003,2.7411457684110414,6.8193647989295325,57.5,0.26666666666666666,46.0,0.33333333333333337,3764.9999999999986,0.0040725984949092535,1.932111567616675,2.9873369984577267,0.0,4.605170185988092,3.912023005428147,7.4,25,0.3024866157301004,1,3
34195.78999999995,0.034375,0.00625,0.053125,0.05625,0.06875,0.203125,0.025,0.025,0.05625,0.025,0.01875,0.05625,0.028125,0.03125,0.075,0.10625,0.0375,0.053125,0.003125,0.0375,0.109375,43.86406249999996,-0.8787500000000013,1.0122047542489665,9.265605735778806,0.2125,0.39375,0.134375,0.17391304347826084,0.17391304347826084,0.32608695652173914,0.32608695652173914,0.0,0.04444444444444445,0.1111111111111111,0.0,0.0,0.0,0.0,0.17777777777777778,0.06666666666666668,0.0,0.2222222222222222,0.04444444444444445,0.1111111111111111,0.13333333333333333,0.0,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.11363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.09090909090909093,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.06818181818181818,0.0,0.11363636363636365,0.045454545454545456,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.11363636363636365,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.4283,0.30254000000000003,2.7411457684110414,6.8193647989295325,57.5,0.26666666666666666,46.0,0.33333333333333337,3764.9999999999986,0.0040725984949092535,1.932111567616675,2.9873369984577267,0.0,2.302585092994046,1.6094379124341005,7.4,25,0.1760540917855091,1,3
34195.78999999995,0.034375,0.00625,0.053125,0.05625,0.06875,0.203125,0.025,0.025,0.05625,0.025,0.01875,0.05625,0.028125,0.03125,0.075,0.10625,0.0375,0.053125,0.003125,0.0375,0.109375,43.86406249999996,-0.8787500000000013,1.0122047542489665,9.265605735778806,0.2125,0.39375,0.134375,0.17391304347826084,0.17391304347826084,0.32608695652173914,0.32608695652173914,0.0,0.04444444444444445,0.1111111111111111,0.0,0.0,0.0,0.0,0.17777777777777778,0.06666666666666668,0.0,0.2222222222222222,0.04444444444444445,0.1111111111111111,0.13333333333333333,0.0,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.11363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.09090909090909093,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.06818181818181818,0.0,0.11363636363636365,0.045454545454545456,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.11363636363636365,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.4283,0.30254000000000003,2.7411457684110414,6.8193647989295325,57.5,0.26666666666666666,46.0,0.33333333333333337,3764.9999999999986,0.0040725984949092535,1.932111567616675,2.9873369984577267,0.0,4.0943445622221,3.4011973816621555,7.4,25,0.1760540917855091,1,3
78788.38990000043,0.06721536351165981,0.005486968449931413,0.019204389574759947,0.027434842249657063,0.027434842249657063,0.07407407407407407,0.04252400548696845,0.026063100137174208,0.0233196159122085,0.07818930041152264,0.019204389574759947,0.07544581618655692,0.07681755829903979,0.1550068587105624,0.02880658436213992,0.12757201646090535,0.0644718792866941,0.0411522633744856,0.0027434842249657067,0.01783264746227709,0.04801097393689986,66.59685871056286,-0.8165980795610429,1.009345238095238,8.75385570526123,0.1934156378600823,0.3539094650205761,0.19204389574759945,0.3498805868304333,0.1862845445240532,0.20556124189696348,0.25827362674855,0.14024910424842174,0.05306261730080191,0.07729056475004266,0.07916737758061765,0.06449411363248593,0.03514758573622249,0.029005289199795257,0.057669339703122324,0.08121480975942671,0.04128988227264972,0.04248421771028835,0.040607404879713364,0.06381163623954958,0.056816242961951875,0.056816242961951875,0.08087357106295855,0.05784982935153584,0.017918088737201358,0.034300341296928334,0.030034129692832763,0.01757679180887372,0.010068259385665529,0.008873720136518772,0.016552901023890784,0.031911262798634814,0.015187713310580202,0.015870307167235496,0.014334470989761091,0.017235494880546074,0.015870307167235496,0.020136518771331057,0.025938566552901023,0.024573378839590442,0.010921501706484642,0.015187713310580202,0.013822525597269623,0.013822525597269623,0.005119453924914676,0.005802047781569964,0.010409556313993174,0.010409556313993174,0.006825938566552901,0.005460750853242321,0.006313993174061433,0.014163822525597268,0.014846416382252559,0.013310580204778157,0.015358361774744029,0.03703071672354949,0.012286689419795221,0.015187713310580202,0.016723549488054608,0.015017064846416382,0.008191126279863481,0.0061433447098976105,0.011945392491467578,0.014846416382252559,0.008873720136518772,0.008532423208191127,0.010238907849829351,0.009726962457337885,0.007337883959044369,0.007337883959044369,0.016211604095563138,0.020819112627986348,0.011945392491467578,0.012627986348122866,0.01843003412969284,0.01808873720136519,0.011774744027303757,0.008191126279863481,0.01877133105802048,0.024061433447098976,0.010409556313993174,0.012627986348122866,0.009726962457337885,0.0226962457337884,0.01877133105802048,0.016040955631399317,0.023378839590443685,0.9266,0.4461100000000001,2.7474341362145824,12.272416297574933,8595.500000000005,0.2273282531557209,5861.999999999997,0.3333333333333335,4469324905.000021,4.372024951271675e-07,1.9553042769509832,3.889965699666043,4.963755441395619,-3.611918412977808,0.6151856390902335,8.0,25,0.15083700892160068,1,55
1769.0679,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,149.57333333333332,-0.8399999999999999,0.9986388888888891,11.999967765808105,0.2,0.2,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3777,0.20564000000000002,-0.0,-0.0,22.5,0.14814814814814814,10.0,0.33333333333333337,1155.0,0.002886002886002886,-0.0,-0.0,0.0,-3.9382364122440494,4.605170185988092,7.4,37,0.0,1,8
1769.0679,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,149.57333333333332,-0.8399999999999999,0.9986388888888891,11.999967765808105,0.2,0.2,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3777,0.20564000000000002,-0.0,-0.0,22.5,0.14814814814814814,10.0,0.33333333333333337,1155.0,0.002886002886002886,-0.0,-0.0,0.0,-3.9382364122440494,5.0106352940962555,7.4,37,0.0,1,8
1769.0679,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,149.57333333333332,-0.8399999999999999,0.9986388888888891,11.999967765808105,0.2,0.2,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3777,0.20564000000000002,-0.0,-0.0,22.5,0.14814814814814814,10.0,0.33333333333333337,1155.0,0.002886002886002886,-0.0,-0.0,0.0,-3.9382364122440494,5.298317366548036,7.4,37,0.0,1,8
