protein_weight,protein_A,protein_C,protein_D,protein_E,protein_F,protein_G,protein_H,protein_I,protein_K,protein_L,protein_M,protein_N,protein_P,protein_Q,protein_R,protein_S,protein_T,protein_V,protein_W,protein_Y,protein_aromaticity,protein_instability,protein_gravy,protein_average,protein_isopt,protein_helix,protein_turn,protein_sheet
76341.65770000036,0.05649717514124294,0.005649717514124294,0.07203389830508475,0.052259887005649715,0.02824858757062147,0.18220338983050846,0.014124293785310734,0.03954802259887006,0.02824858757062147,0.0692090395480226,0.018361581920903956,0.06638418079096045,0.03389830508474576,0.04943502824858757,0.09322033898305085,0.06497175141242938,0.03389830508474576,0.0423728813559322,0.009887005649717515,0.03954802259887006,0.07768361581920905,45.71355932203409,-0.82966101694915,1.0091207847946029,6.603747367858888,0.22881355932203387,0.34745762711864403,0.1963276836158192
76341.65770000036,0.05649717514124294,0.005649717514124294,0.07203389830508475,0.052259887005649715,0.02824858757062147,0.18220338983050846,0.014124293785310734,0.03954802259887006,0.02824858757062147,0.0692090395480226,0.018361581920903956,0.06638418079096045,0.03389830508474576,0.04943502824858757,0.09322033898305085,0.06497175141242938,0.03389830508474576,0.0423728813559322,0.009887005649717515,0.03954802259887006,0.07768361581920905,45.71355932203409,-0.82966101694915,1.0091207847946029,6.603747367858888,0.22881355932203387,0.34745762711864403,0.1963276836158192
76341.65770000036,0.05649717514124294,0.005649717514124294,0.07203389830508475,0.052259887005649715,0.02824858757062147,0.18220338983050846,0.014124293785310734,0.03954802259887006,0.02824858757062147,0.0692090395480226,0.018361581920903956,0.06638418079096045,0.03389830508474576,0.04943502824858757,0.09322033898305085,0.06497175141242938,0.03389830508474576,0.0423728813559322,0.009887005649717515,0.03954802259887006,0.07768361581920905,45.71355932203409,-0.82966101694915,1.0091207847946029,6.603747367858888,0.22881355932203387,0.34745762711864403,0.1963276836158192
76341.65770000036,0.05649717514124294,0.005649717514124294,0.07203389830508475,0.052259887005649715,0.02824858757062147,0.18220338983050846,0.014124293785310734,0.03954802259887006,0.02824858757062147,0.0692090395480226,0.018361581920903956,0.06638418079096045,0.03389830508474576,0.04943502824858757,0.09322033898305085,0.06497175141242938,0.03389830508474576,0.0423728813559322,0.009887005649717515,0.03954802259887006,0.07768361581920905,45.71355932203409,-0.82966101694915,1.0091207847946029,6.603747367858888,0.22881355932203387,0.34745762711864403,0.1963276836158192
57220.6330000001,0.09792843691148775,0.005649717514124294,0.047080979284369114,0.032015065913371,0.04519774011299435,0.07156308851224105,0.02824858757062147,0.054613935969868174,0.062146892655367235,0.09981167608286252,0.022598870056497175,0.0696798493408663,0.05273069679849341,0.054613935969868174,0.03389830508474576,0.08851224105461393,0.04331450094161959,0.07156308851224105,0.0,0.018832391713747645,0.064030131826742,36.82129943502823,-0.15028248587570636,1.001778804050357,9.21944637298584,0.2900188323917137,0.2824858757062147,0.2523540489642184
57220.6330000001,0.09792843691148775,0.005649717514124294,0.047080979284369114,0.032015065913371,0.04519774011299435,0.07156308851224105,0.02824858757062147,0.054613935969868174,0.062146892655367235,0.09981167608286252,0.022598870056497175,0.0696798493408663,0.05273069679849341,0.054613935969868174,0.03389830508474576,0.08851224105461393,0.04331450094161959,0.07156308851224105,0.0,0.018832391713747645,0.064030131826742,36.82129943502823,-0.15028248587570636,1.001778804050357,9.21944637298584,0.2900188323917137,0.2824858757062147,0.2523540489642184
57220.6330000001,0.09792843691148775,0.005649717514124294,0.047080979284369114,0.032015065913371,0.04519774011299435,0.07156308851224105,0.02824858757062147,0.054613935969868174,0.062146892655367235,0.09981167608286252,0.022598870056497175,0.0696798493408663,0.05273069679849341,0.054613935969868174,0.03389830508474576,0.08851224105461393,0.04331450094161959,0.07156308851224105,0.0,0.018832391713747645,0.064030131826742,36.82129943502823,-0.15028248587570636,1.001778804050357,9.21944637298584,0.2900188323917137,0.2824858757062147,0.2523540489642184
57220.6330000001,0.09792843691148775,0.005649717514124294,0.047080979284369114,0.032015065913371,0.04519774011299435,0.07156308851224105,0.02824858757062147,0.054613935969868174,0.062146892655367235,0.09981167608286252,0.022598870056497175,0.0696798493408663,0.05273069679849341,0.054613935969868174,0.03389830508474576,0.08851224105461393,0.04331450094161959,0.07156308851224105,0.0,0.018832391713747645,0.064030131826742,36.82129943502823,-0.15028248587570636,1.001778804050357,9.21944637298584,0.2900188323917137,0.2824858757062147,0.2523540489642184
57220.6330000001,0.09792843691148775,0.005649717514124294,0.047080979284369114,0.032015065913371,0.04519774011299435,0.07156308851224105,0.02824858757062147,0.054613935969868174,0.062146892655367235,0.09981167608286252,0.022598870056497175,0.0696798493408663,0.05273069679849341,0.054613935969868174,0.03389830508474576,0.08851224105461393,0.04331450094161959,0.07156308851224105,0.0,0.018832391713747645,0.064030131826742,36.82129943502823,-0.15028248587570636,1.001778804050357,9.21944637298584,0.2900188323917137,0.2824858757062147,0.2523540489642184
57220.6330000001,0.09792843691148775,0.005649717514124294,0.047080979284369114,0.032015065913371,0.04519774011299435,0.07156308851224105,0.02824858757062147,0.054613935969868174,0.062146892655367235,0.09981167608286252,0.022598870056497175,0.0696798493408663,0.05273069679849341,0.054613935969868174,0.03389830508474576,0.08851224105461393,0.04331450094161959,0.07156308851224105,0.0,0.018832391713747645,0.064030131826742,36.82129943502823,-0.15028248587570636,1.001778804050357,9.21944637298584,0.2900188323917137,0.2824858757062147,0.2523540489642184
